date,fips,ave_precip,county
2011-08-31,36001,0.2560421743297151,Albany
2011-09-07,36001,0.39980607135553975,Albany
2011-09-14,36001,0.04470808975332018,Albany
2011-09-21,36001,0.10778131868158068,Albany
2011-09-28,36001,0.40269190232668606,Albany
2011-10-05,36001,0.002214306832424232,Albany
2011-10-12,36001,0.2876589810475707,Albany
2011-10-19,36001,0.06467432137079802,Albany
2011-10-26,36001,0.1817983654992921,Albany
2011-11-02,36001,0.0,Albany
2011-11-09,36001,0.02601298743060657,Albany
2011-11-16,36001,0.02575048812598522,Albany
2011-11-23,36001,0.17561474307019256,Albany
2011-11-30,36001,0.06173184939793178,Albany
2011-12-07,36001,0.25151839799114634,Albany
2011-12-14,36001,0.02867253649414384,Albany
2011-12-21,36001,0.11254560255344716,Albany
2011-12-28,36001,0.09870800977971937,Albany
2012-01-04,36001,0.00010765160758247865,Albany
2012-01-11,36001,0.1341562998131849,Albany
2012-01-18,36001,0.05874334741383791,Albany
2012-01-25,36001,0.11853196491886463,Albany
2012-02-01,36001,0.0005005201757220286,Albany
2012-02-08,36001,0.006356273112552506,Albany
2012-02-15,36001,0.031909403091828735,Albany
2012-02-22,36001,0.04989907747117935,Albany
2012-02-29,36001,0.058844221755862236,Albany
2012-03-07,36001,0.01854614753808294,Albany
2012-03-14,36001,0.034741845314524004,Albany
2012-03-21,36001,0.011523786707714732,Albany
2012-03-28,36001,0.05213356074299164,Albany
2012-04-04,36001,0.0020496572500893046,Albany
2012-04-11,36001,0.01072751808013501,Albany
2012-04-18,36001,0.3602341338992119,Albany
2012-04-25,36001,0.04907415735734893,Albany
2012-05-02,36001,0.16080085401024138,Albany
2012-05-09,36001,0.20801968819328717,Albany
2012-05-16,36001,0.18111819880349295,Albany
2012-05-23,36001,0.03724756318011454,Albany
2012-05-30,36001,0.23810970224440098,Albany
2012-06-06,36001,0.006512583387250613,Albany
2012-06-13,36001,0.07476285525730678,Albany
2012-06-20,36001,0.01951813351895128,Albany
2012-06-27,36001,0.0071819872329277655,Albany
2012-07-04,36001,0.00826398640388756,Albany
2012-07-11,36001,0.11644501761267227,Albany
2012-07-18,36001,0.14182758653104038,Albany
2012-07-25,36001,0.1450845235293465,Albany
2012-08-01,36001,0.06991933408504078,Albany
2012-08-08,36001,0.08735246668428383,Albany
2012-08-15,36001,0.06976909621153027,Albany
2012-08-22,36001,0.10424108455689358,Albany
2012-08-29,36001,0.0005132774406644915,Albany
2012-09-05,36001,0.10841661080563167,Albany
2012-09-12,36001,0.022200368344783783,Albany
2012-09-19,36001,0.5841761699744633,Albany
2012-09-26,36001,0.19023822567292623,Albany
2012-10-03,36001,0.05010248190124652,Albany
2012-10-10,36001,0.08727993237386857,Albany
2012-10-17,36001,0.3074259268386023,Albany
2012-10-24,36001,0.09759406466037035,Albany
2012-10-31,36001,0.023574398015625775,Albany
2012-11-07,36001,0.07024350426425892,Albany
2012-11-14,36001,0.02514596496309553,Albany
2012-11-21,36001,0.008468789580677236,Albany
2012-11-28,36001,0.027325519441676858,Albany
2012-12-05,36001,0.11550373031890818,Albany
2012-12-12,36001,0.11146177351474762,Albany
2012-12-19,36001,0.23479174822568893,Albany
2012-12-26,36001,0.21151569059916905,Albany
2013-01-02,36001,0.005108775005542806,Albany
2013-01-09,36001,0.012063560209103994,Albany
2013-01-16,36001,0.049439670626140596,Albany
2013-01-23,36001,0.02493655408865639,Albany
2013-01-30,36001,0.11163407193816965,Albany
2013-02-06,36001,0.10993031101367835,Albany
2013-02-13,36001,0.004555039949731768,Albany
2013-02-20,36001,0.026874280773751837,Albany
2013-02-27,36001,0.18767032519515073,Albany
2013-03-06,36001,0.08994218717063111,Albany
2013-03-13,36001,0.14989664639558345,Albany
2013-03-20,36001,0.06722278195229592,Albany
2013-03-27,36001,0.02540278839088777,Albany
2013-04-03,36001,0.009204749271572967,Albany
2013-04-10,36001,0.18366806671422506,Albany
2013-04-17,36001,0.15661879833455064,Albany
2013-04-24,36001,0.014133610958067169,Albany
2013-05-01,36001,0.0,Albany
2013-05-08,36001,0.057316141036738245,Albany
2013-05-15,36001,0.016125444530708983,Albany
2013-05-22,36001,0.7278977629861662,Albany
2013-05-29,36001,0.17433689166292815,Albany
2013-06-05,36001,0.42621922492980957,Albany
2013-06-12,36001,0.3364259634898709,Albany
2013-06-19,36001,0.059409828402879485,Albany
2013-06-26,36001,0.35470573018704143,Albany
2013-07-03,36001,0.10013015034408974,Albany
2013-07-10,36001,0.05597886975322451,Albany
2013-07-17,36001,0.12254169521786805,Albany
2013-07-24,36001,0.10110467033726829,Albany
2013-07-31,36001,0.012872634089684911,Albany
2013-08-07,36001,0.23060119950345584,Albany
